Rohlik,10,https://www.kosik.cz/produkt/360-penam-rohlik-jemny-43g,https://www.rohlik.cz/1286399-rohlik-jemny,https://nakup.itesco.cz/groceries/cs-CZ/products/2001000151875
Salat,1,https://www.kosik.cz/produkt/29211-gastro-parizsky-salat-140g,https://www.rohlik.cz/714305-varmuza-parizsky-salat,https://nakup.itesco.cz/groceries/cs-CZ/products/2001019478482
Kofola,1,https://www.kosik.cz/produkt/2854-kofola-original-limonada-2l,https://www.rohlik.cz/733945-kofola-original,https://nakup.itesco.cz/groceries/cs-CZ/products/2001009255932
